name,image_url,main_tag,description
Chettinad Pakora Curry Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Chettinad_Pakoda_Curry_Recipe.jpg,"chettinad sidedish vegetarian  bengalgramdal, saunf, dhania, dalchini, tejpatta, elaichi, saunf, dhania, saunf, pottukadalai  ","Chettinad Pakora Curry Recipe is a delicious lentil pakodas cooked in a spicy chettinad gravy. Chettinad recipes have a predominant flavour of fennel, cinnamon, garlic and red chillies making it very delectable. Though, this recipe is a bit spicy, you can alter the spiciness to your desired level. It is a semi gravy that goes very well as a side dish to indian meal. Serve the Chettinad Pakora Curry Recipe along with Tawa Parathas or Roti's, Steamed Rice, Poondu Rasam and Papad for a weeknight dinner."
Tandoori Chicken Curry Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/poojanadkarni/Simple_Tasty_Tandoori_Chicken_Curry.jpg,"northindian maincourse highproteinnonvegetarian  dhania, dahiyogurt, optionaljusttogivethicknesstogravy, laung, tejpatta, dalchini, saunf, driedfenugreekleaves, haldi  ","Tandoori Chicken Curry Recipe is a simple and tasty chicken curry recipe that is made, by adding the tandoori masala to the chicken. Tandoori masala spice mix does wonders by enhancing the flavor and taste. You can say its almost like a one post dish which can be put together is almost no time. "
Andhra Style Tomato Cauliflower Koora Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Andhra_Style_Tomato_Cauliflower_Koora_.jpg,"andhra lunch vegetarian  gobi, aloo, raikadugu, dhania, haldi  ",Andhra Style Tomato Cauliflower Koora is a simple recipe made with a tomato and onion gravy that is spiced up with simple masala garam masala powder and red chilli powder.  
Amritsari Fish Gravy Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/ruby_pathak-yahoo.com/Amritsari_Fish_Gravy.jpg,"northindian dinner nonvegeterian  caromseeds, besan, haldi, dahiyogurt, caromseeds, dalchini, haldi, dhania  ","Amritsari fish fries are extremely popular in Amritsar and all over India, but have you tried to make gravy along with it? Here instead of frying after dipping in batter we have shallow fried the marinated fish with gram flour. Yes the spices tempered with are little different but definitely a dish to give a try. Cook for a mid week Punjabi dinner and surprise your whole family."
Roasted Eggplant And Chickpea Curry Flavored With Curry Leaves And Mustard Seeds,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Archana_Doshi/roasted-eggplant-and-chickpea-curry-flavored-with-curry-leaves-and-mustard-seeds.jpg,"indian sidedish vegetarian  whitechickpeas, bainganeggplant, haldi, dhania  ","Roasted Eggplant and Chickpea Curry Recipe is a flavorful dish made in a coconut milk curry. The distinct flavors of curry leaf, turmeric, coriander along with garam masala leave a delectable taste to the palate. Serve Roasted Eggplant And Chickpea Curry Flavored With Curry Leaves And Mustard Seeds along with Indian Breads and rice for lunch/dinner."
Aloo Bhindi Recipe Flavored With Mustard And Poppy Seeds,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/1-Archana/Bengali_Style_Aloo_Bhindi_Spiced_with_Mustard_and_Poppy_Seeds_Recipe-3.jpg,"bengali lunch vegetarian  ladyfingerokra, aloo, haldi, raikadugu  ","The Aloo Bhindi recipe is a twist to the original where it is flavored with mustard and poppy seeds. Completely inspired from the Bengali Cuisine, this spicy and intence Aloo Bhindi sabzi is a must try and can be served along with kadhi or along with a Bengali dal and puri."
Gutti Vankaya Recipe - Andhra Style Stuffed Brinjal,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/uma_ganguly/gutti_vankaya_stuffed_eggplant_recipe.jpg,"andhra lunch vegetarian  bainganeggplant, moongphali, tilseeds, dhania, jeera, elaichi, bengalgramdal, tejpatta, jeera  ",This Gutti Vankaya Recipe is an Andhra and Telangana speciality of making stuffed eggplant. Eggplant or brinjals are cooked with a spicy peanut based stuffing and gravy base.
Rajasthani Style Sukhe Gatte Capsicum Ki Sabzi Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Rajasthani_Style_Sukhe_Gatte_Capsicum_Ki_Sabzi_Recipe.jpg,"rajasthani sidedish noonionnogarlic  gramflourdumplings, besan, caromseeds, dahiyogurt, capsicum, jeera, hing, haldi, drymangopowder, dhania, dhania, dhania  ","Rajasthani Style Sukhe Gatte Capsicum Ki Sabzi Recipe is a popular dish that is famous in Rajasthan. Gatte are cylindrical or oval shaped mixture that are made from besan flour and is spiced up with chilli powder, coriander and cumin. They are used in various form in many of the Rajasthan dishes. In this recipe we have sautéed it along with capsicum with no onion and no garlic option. The masala added to the sabzi are simple and provides a wonderful taste."
Palak Tovve Recipe - South Indian Dal Palak With Coconut ,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Dal_Khadi_Curry/Dal_Palak_Recipe_Healthy_Spinach_Lentil_Curry-2.jpg,"southindian sidedish highproteinvegetarian  palak, splittoordal, dhania, raikadugu, jeera, hing  ","Palak Dal is a tasty and nutritious Karnataka style curry, also known as Palak Tovve, is quick to make and tastes delicious. Palak Dal is a nutritious combination of spinach and lentils, together they create one wholesome curry. Serve it with rotis for a simple weeknight dinner or traditional delicacies like majjige huli on the special festive occasions."
Assamese Style Walking Catfish In Curry Leaf Gravy Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/taanishi-yahoo.com/assamese-style-walking-catfish-in-curry-leaf-gravy-recipe2.jpg,assamese sidedish nonvegeterian  haldi  ,"Assamese Style Walking Catfish In Curry Leaf Gravy Recipe is a recipe prepared from Walking Catfish (Clarias batrachus) (or Magur mach in Assamese) is known for its nutritional and medicinal value. This recipe is traditionally cooked with juice extracted from curry leaves that also makes it good for people suffering with weakness due to ill health generally, and people suffering from anemia. It can be given to kids for good health. Though is a bland, soup type curry but it tastes great because of the unique flavour of curry leaves."
Goan Style Patol Bhaji Recipe- Green peas Curry Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Goan_Style_Patol_Bhaji_Recipe_Green_peas_Curry_Recipe_.jpg,"goan lunch vegetarian  vatana, dhania, laung, jeera, saunf, dalchini, haldi  ",Goan Style Patol Bhaji Recipe is a popular dish available in most of the tea stalls. The bhaji is usually had with Pav for breakfast.
Mutton Dum Biryani Recipe ,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Hyderabadi_Mutton_Biryani_Video_Recipe_3_1600.jpg,"northindian lunch nonvegeterian  tejpatta, elaichi, dalchini, laung, greekyogurt, haldi, tejpatta, dalchini, laung, javitri, patharphoolblackstoneflower, pudina  ","The Mutton Dum Biryani Recipe is a lip smacking biryani that is packed with flavours from the spices, caramelized onions and saffron. It is a hearty dish that is made during festivals like Id and or when there are special occasions in the family. The dum cooking technique which we have used in this recipe, brings in the deep flavours from the mutton masala to get combined with the Basmati Rice. "
Palak Makhana Recipe (Navratri Fasting/Vrat Recipe),https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/sept-19/Paneer_Makhana_Ki_Sabzi_Recipe_Lotus_Seeds_in_Paneer_Masala-3.jpg,"northindian dinner noonionnogarlic  palak, lotusseeds, jeera, haldi, dalchini  ",Palak Makhana is a North Indian gravy made with with roasted makhana blended in a creamy palak gravy. This is a dish that is famous during the festival of Navratri where people fast according to their tradition. Since there are no onion and no garlic added it makes a perfect dish to be eaten while fasting.
Goan Bimbla Uddamethi Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/poojanadkarni/GOAN_BIMBLA_UDDAMETHIBILIMBI_CURRY_1600.jpg,"konkan lunch vegetarian  bilimbi, haldi, fenugreekseeds, split, raikadugu, hing  ",Bimbla Uddamethi or Bilimbi curry is a vegetarian Goan Curry prepared by cooking sour Bimba fruits in Coconut gravy.
Sarson Ka Saag Recipe - Classic North Indian Saag Recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/Sarson_Ka_Saag_Recipe_North_Indian_Saag_1_1600.jpg,"punjabi sidedish highproteinvegetarian  palak, yellowcornmealflour, dhania  ","Sarson Ka Saag Recipe is a very traditional winter recipe from North India made from a mix of greens like mustard leaves, spinach leaves and bathua. The most important greens for this recipe is the sarson, also known as mustard. I sometimes combine it along with spinach and methi as well or sometimes just spinach, based on the availability of the greens. "
Andhra Style Vankaya Kothimeera Karam Koora Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/anu.mallajosyula-gmail.com/Andhra_Style_Vankaya_Kottimeera_Karam_Koora_edited.jpg,"andhra sidedish vegetarian  bainganeggplant, dhania  ","Brinjal cooked in coriander paste tastes heavenly in this Andhra Style Vankaya Kothimeera Karam Koora Recipe. Very easy to make, this curry goes well for a traditional Andhra lunch. T"
Broccoli Paratha Recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Affiliate-Articles/Broccoli_Paratha_original.jpg,"northindian lunch vegetarian  dhania, jeera  ","Broccoli has many health benefits. It reduces cholesterol, improves heart health and it is a powerful antioxidant. The high fiber content in this vegetable aids in digestion, prevents constipation, maintains low blood sugar, and curbs overeating. Make this paratha and you can pack in your kids lunch box also. "
Dhania Murgh Makhani Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Dhania_Murgh_Makhani_Recipe.jpg,"northindian onepotdish nonvegeterian  aloo, elaichi, dalchini, jeera, haldi, drymangopowder, dahiyogurt, dhania  ","Dhania Murgh Makhani Recipe is a creamy Indian curry that is made with fresh coriander leaves in a thick spicy yogurt curry.  All you need is some freshly bought coriander leaves that is ground with green chilies, ginger and garlic. The recipe can be made in one pot and is that simple and easy to make. The flavors blend really well into the chicken and is a perfect side dish or a main course for your Sunday meal. Sometimes we often use the day old coriander leaves to make of a quick chutney but this recipe helps you create a wonderful meal for your day."
Coorg Koli Curry Recipe - Coorgi Chicken Curry ,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/garimasgautam-gmail.com/Coorg_Koli_Curry_.jpg,"coorg sidedish nonvegeterian  haldi, dhania, jeera, dalchini, laung, dhania  ","Coorg Koli Curry Recipe is a flavour packed chicken curry from South India. They make their food flavouresoem and spicy, which makes it likeable by all. "
Konkani Style Karate Batate Puddi Sagle Recipe - Bitter Gourd & Potato Curry,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/13-_april/Konkani_style_bitter_gourd_and_potato_subzi_recipe-2.jpg,"konkan dinner vegetarian  bittergourdpavakkai, aloo, raikadugu, dhania, split, fenugreekseeds  ","Karate Batate Puddi Sagle is a simple and delicious konkani style bitter gourd side dish. Konkani cuisine predominantly uses coconut in its recipes. Bitter gourd is one of the vegetables not preferred by many. However, the freshly prepared spice mix along with grated coconut adds a wonderful flavour to the otherwise boring bitter gourd."
Kathirikai Pitlai Recipe - South Indian Tangy & Spicy Brinjal Curry ,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Dal_Khadi_Curry/Kathirikai_Pitlai_South_Indian_Puli_Sambar_with_Brinjal_Recipe-7.jpg,"tamilnadu sidedish vegetarian  bainganeggplant, splittoordal, haldi, raikadugu, gingelly, bengalgramdal, split, dhania, adjust, hing  ","Kathirikai Pitlai Recipe is a traditional South Indian made with eggplant/brinjal. The the pitlai curry is made with freshly roasted and ground condiments and made tangy with tamarind. The toor dal adds to the protein, making this dish wholesome and nutritious."
Chana Dal Pulao Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Monika_Manchanda/Chana_Dal_Pulao_Biryani_Recipe_Indian_Rice_Dinner_Lunch-10_1600.jpg,"indian lunch vegetarian  bengalgramdal, orpulaomasala, haldi, jeera  ",Chana Dal Pulao is a traditional Punjabi Cuisine recipe specially prepared on festive occasions like Lohri and Dusshera. 
Patta Gobi Sabzi Recipe - Cabbage Tomato Sabzi,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Patta_Gobhi_Sabzi_Recipe_Cabbage_Tomato_Sabzi_1600.jpg,"northindian lunch vegetarian  pattagobimuttaikose, raikadugu, jeera, haldi, dhania, dhania  ",The Patta Gobi ki Sabji Recipe is a super quick made from fresh sliced cabbage and sauteed along with tomatoes and subtle flavours from the green chillies and coriander powder. It is cooked all in a single pot making it super simple and easy to make in less than 15 minutes.
Poosanikai Rasavangi Recipe - Ash Gourd Curry With Dal,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/aishchitra-gmail.com/Poosanikai_rasavangi__Ash_gourd_rasavangi_Ash_gourd_curry_with_dal_and_ground_spices.jpg,"tamilnadu lunch vegetarian  ashgourdwhitepumpkin, split, bengalgramdal, haldi, raikadugu, split, split, bengalgramdal, dhania  ","Poosanikai Or Ash gourd Rasavangi is an authentic recipe from tamilnadu. In a Rasavangi, Ash Gourd is cooked with moong dal, chana dal , tamarind and fresh ground spices."
Raw Mango Puliyogare Gojju Recipe With Peanuts,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Raw_Mango_Puliogare_Gojju_Recipe_.jpg,"southindian lunch vegetarian  raw, raikadugu, split, bengalgramdal, moongphali, hing, dhania, raikadugu, fenugreekseeds, jeera  ","Puliyogare Gojju is a famous recipe from the southern india. Traditionally, tamarind is used to add to the tartness. However, with the summer fruit Raw Mango found in abundance at the moment, we have prepared the same using it."
